trade_date,wind_code,close,volume,amt
2024-10-21,09956.HK,8.1076152633228,1094500,9179615.0
2024-10-22,09956.HK,8.4107950861974,2035500,17346858.0
2024-10-23,09956.HK,8.4499150633425,703970,6036903.0
2024-10-24,09956.HK,8.1956352118993,634000,5357717.0
2024-10-25,09956.HK,8.2738751661895,1195500,10138585.0
2024-10-28,09956.HK,8.2543151776169,1187500,10014828.0
2024-10-29,09956.HK,8.4596950576287,8707000,73629889.0
2024-10-30,09956.HK,8.1369552461816,1263612,10594375.0
2024-10-31,09956.HK,8.1760752233267,935112,7825758.0
2024-11-01,09956.HK,7.9120153775973,1779000,14538310.0
2024-11-04,09956.HK,7.8435554175934,588000,4710484.0
2024-11-05,09956.HK,7.8728954004522,2106000,16474071.0
2024-11-06,09956.HK,7.8239954290208,823500,6532300.0
2024-11-07,09956.HK,7.8533354118796,876000,7010214.0
2024-11-08,09956.HK,7.8728954004522,972500,7785835.0
2024-11-11,09956.HK,7.8533354118796,483000,3865126.0
2024-11-12,09956.HK,8.0587152918914,993500,8125790.0
2024-11-13,09956.HK,7.9217953718836,1032000,8332402.0
2024-11-14,09956.HK,7.8728954004522,1436000,11656439.0
2024-11-15,09956.HK,7.726195486158,1780000,13987881.0
2024-11-18,09956.HK,7.8924553890247,784500,6275775.0
2024-11-19,09956.HK,7.9217953718836,507500,4119514.0
2024-11-20,09956.HK,7.8924553890247,484650,3914319.0
2024-11-21,09956.HK,7.9609153490287,657000,5333631.0
2024-11-22,09956.HK,7.9413553604561,779000,6364255.0
2024-11-25,09956.HK,7.8337754233071,985500,7919645.0
2024-11-26,09956.HK,7.9413553604561,546000,4437518.0
2024-11-27,09956.HK,8.0000353261738,360500,2930712.0
2024-11-28,09956.HK,7.8826753947385,447000,3594019.0
2024-11-29,09956.HK,7.9706953433149,527500,4286355.0
2024-12-02,09956.HK,7.7555354690169,520500,4172350.0
2024-12-03,09956.HK,7.8924553890247,473630,3788046.0
2024-12-04,09956.HK,7.8826753947385,559500,4494066.0
2024-12-05,09956.HK,7.6283955432953,670305,5266140.0
2024-12-06,09956.HK,7.8337754233071,918639,7278131.0
2024-12-09,09956.HK,7.9217953718836,679500,5422594.0
2024-12-10,09956.HK,7.8826753947385,522500,4213410.0
2024-12-11,09956.HK,7.8631154061659,600540,4806454.0
2024-12-12,09956.HK,7.8924553890247,368500,2964669.0
2024-12-13,09956.HK,7.902235383311,483165,3882905.0
2024-12-16,09956.HK,7.8239954290208,568016,4525324.0
2024-12-17,09956.HK,7.8239954290208,270500,2159270.0
2024-12-18,09956.HK,7.5794955718639,740000,5780192.0
2024-12-19,09956.HK,7.6968555032992,1021000,8079471.0
2024-12-20,09956.HK,7.8142154347345,632500,5041274.0
2024-12-23,09956.HK,7.8142154347345,526500,4180215.0
2024-12-24,09956.HK,7.8044354404483,294500,2336205.0
2024-12-27,09956.HK,7.6968555032992,629500,4940215.0
2024-12-30,09956.HK,7.6088355547227,666978,5200706.0
2024-12-31,09956.HK,7.8239954290208,663500,5239642.0
2025-01-02,09956.HK,7.1785158061266,1277500,9682180.0
2025-01-03,09956.HK,7.0904958575501,1502000,10889319.0
2025-01-06,09956.HK,6.9731359261148,800000,5775920.0
2025-01-07,09956.HK,7.0415958861187,813000,5727560.0
2025-01-08,09956.HK,6.767756046103,811500,5607707.0
2025-01-09,09956.HK,6.7579760518167,640000,4403852.0
2025-01-10,09956.HK,6.6014961432363,1641500,11099374.0
2025-01-13,09956.HK,6.5525961718049,1110500,7380454.0
